CAE,2015,12,	98,13979
CAE,2015,2,	134,15004
CAE,2015,3,	113,13423
CAE,2015,4,	97,10078
CAE,2015,5,	97,13356
CAE,2015,6,	121,14068
CAE,2015,7,	95,12044
CAE,2015,8,	76,9899
CAE,2015,9,	65,5506
CAK,2015,1,	110,11555
CAK,2015,11,	68,9163
CAK,2015,12,	72,8925
CAK,2015,2,	100,11849
CAK,2015,3,	114,18393
CAK,2015,4,	74,6797
CAK,2015,5,	100,14735
CAK,2015,6,	155,19220
CAK,2015,7,	144,20831
CAK,2015,8,	113,13106
CAK,2015,9,	45,5047
CDC,2015,1,	7,586
CDC,2015,11,	6,235
CDC,2015,12,	20,1528
CDC,2015,2,	1,89
CDC,2015,3,	5,677
CDC,2015,4,	5,418
CDC,2015,5,	8,821
CDC,2015,6,	4,273
CDC,2015,7,	7,261
CDC,2015,8,	10,521
CDC,2015,9,	6,470
CDV,2015,1,	8,862
CDV,2015,11,	9,1174
CDV,2015,12,	6,387
CDV,2015,2,	7,638
CDV,2015,3,	13,1354
CDV,2015,4,	8,713
CDV,2015,5,	8,474
CDV,2015,6,	10,653
CDV,2015,7,	6,559
CDV,2015,8,	5,594
CDV,2015,9,	7,903
CEC,2015,1,	13,2516
CEC,2015,2,	12,1194
CEC,2015,3,	12,1306
CEC,2015,4,	2,95
CHA,2015,1,	54,5185
CHA,2015,11,	77,9491
CHA,2015,12,	71,9175
CHA,2015,2,	79,8931
CHA,2015,3,	84,6997
CHA,2015,4,	70,6072
CHA,2015,5,	73,9233
CHA,2015,6,	111,14165
CHA,2015,7,	66,6290
CHA,2015,8,	66,7241
CHA,2015,9,	64,5979
CHO,2015,1,	75,9387
CHO,2015,11,	37,5203
CHO,2015,12,	45,6894
CHO,2015,2,	74,8816
CHO,2015,3,	48,6177
CHO,2015,4,	31,3190
CHO,2015,5,	43,5340
CHO,2015,6,	40,5096
CHO,2015,7,	46,4327
CHO,2015,8,	46,7640
CHO,2015,9,	27,3831
CHS,2015,1,	192,19538
CHS,2015,11,	157,16535
CHS,2015,12,	195,19582
CHS,2015,2,	174,18946
CHS,2015,3,	192,20687
CHS,2015,4,	190,20838
CHS,2015,5,	185,18151
CHS,2015,6,	236,26909
CHS,2015,7,	241,24194
CHS,2015,8,	185,22176
CHS,2015,9,	145,14625
CID,2015,1,	235,25010
CID,2015,11,	72,8263
CID,2015,12,	104,10255
CID,2015,2,	217,26501
CID,2015,3,	136,17164
CID,2015,4,	108,13491
CID,2015,5,	116,12642
CID,2015,6,	166,19689
CID,2015,7,	132,13920
CID,2015,8,	111,12131
CID,2015,9,	58,6361
CIU,2015,1,	13,2359
CIU,2015,11,	8,857
CIU,2015,12,	9,697
CIU,2015,2,	15,1449
CIU,2015,3,	9,1162
CIU,2015,4,	7,1292
CIU,2015,5,	10,1167
CIU,2015,6,	6,504
CIU,2015,7,	8,1161
CIU,2015,8,	10,1499
CIU,2015,9,	5,519
CLD,2015,1,	27,1868
CLD,2015,2,	29,4202
CLD,2015,3,	33,3704
CLD,2015,4,	3,202
